2023-04-19 08:53:30,48,[601.5642700195312],[242.41244506835938]
2023-04-19 08:54:22,96,[605.7637939453125],[243.4420166015625]
2023-04-19 08:56:10,144,[606.4459838867188],[238.17691040039062]
2023-04-19 08:57:45,192,[587.384521484375],[216.68167114257812]
2023-04-19 09:00:17,288,[595.1254272460938],[208.97357177734375]
2023-04-19 09:02:24,384,[602.813720703125],[205.96835327148438]
2023-04-19 09:04:46,480,[560.63671875],[170.74404907226562]
2023-04-19 09:08:04,576,[563.83837890625],[170.704345703125]
2023-04-19 09:10:53,672,[575.091796875],[170.2606201171875]
